id,image_ID,complaint_text_tr,complaint_type,is_verifiable
676,b96,Çok ince ve kalitesiz duruyor. ,Inferior,Partially
677,b96,Zaten sol tarafında da delik vardı iade edeceğim.,Faulty,Yes
678,b97,Ürün defolu gönderildi,Faulty,Yes
679,b98,bunu sipariş ettik bu renk geldi,Discolored,Yes
680,b99,Etikette S beden yazan tişörtün XXL ölçüsünde olması şoku… çuval alıp giyinelim daha iyi.,Ill-fitting,No
681,b100,Merhaba bizim ürürnümüz yanlış gelmiş ürünü aldıgımızda stokta vardı ama bize farklı ürün gönderilmiş nasıl degişim yapabiliriz?,Incorrect,Yes
682,b101,Kalite çok kötü,Disappointing,Partially
683,b102,Yeri yumuşak yaka havalı gibi görünüyor ama değil. Özensiz yapılmış. Bir tarafı düz bir tarafı tırtıklı. Sanırım iade.,Faulty,No
684,b103,Ürün giyilmiş etiket bile yok üstünde parfüm kokuyor lekeli saçlar deseniz üstünde dolu gerçekten girmedim direk iade vericem,Refurbished,Partially
685,b104,Rengi görseldeki gibi canlı değil.,Discolored,No
686,b104,Boy olarakta çok kısa.,Ill-fitting,No
687,b105,XL sipariş vermeme rağmen 2XL göndermişler niçin dikkat edilmiyor iade etmek zorundayım üzülerek,Ill-fitting,Yes
688,b106,defolu geldi,Faulty,Yes
689,b107,Neden tiftiklenmiş ürün gönderiyorsunuz kontrol etmeden mi kargoya veriyorsunuz!,Faulty,Yes
690,b108,Yırtık geldi ,Faulty,Yes
691,b108,Gözüktüğü gibi uzun değil baya büyük almştm,Ill-fitting,No
692,b109,Yaka kısmı her an sökülecek gibi ince sanırım defo var orada. Rengi modeli güzel,Faulty,Partially
693,b110,Gömleğin önünde kocaman çizgi var defolu ürün yollamışsınız iade ile uğraştıracaksınız,Faulty,Yes
694,b111,kumaşı naylon,Inferior,Partially
695,b111,arka kısmımda dikiş hatası var ,Faulty,No
696,b111,bir kolunun düğmesi kopuk geldi,Incomplete,No
697,b112,"Çok kaliteli bir kumaş değil ama giyilir. Rengi de fotoğrafta göründüğünden 5-6 ton koyu.
",Discolored,Yes
698,b113,kol düğmesi eksik geldi iade,Incomplete,Yes
699,b114,yapısı hemen tuylenir gibi duruyor. ondan iade edeceğim bir de 36 almama rağmen çok bol geldi ona dikkat ederek alin baksanıza daha şimdiden tüylenme yapmış gibi,Inferior,Partially
700,b115,beğenmedim kumaşında boya izleri vardı hiç kaliteli değil.,Faulty,Yes
701,b116,bir kolu farklı renk diğeri farklı iade,Faulty,No
702,b117,kollari tüylendi ve çok kötü oldu bir kolunun kumasi farkli sanirim çünkü diğer yerlerinde olmadı(daha birkaç kere giydim),Inferior,Yes
703,b118,ürün tiftikli rengi soluk ve ince ceket gibi,Faulty,No
704,b119,her yerinde mürekkep lekeleriyle geldi sarı mavi kırmızı siyah rengarenk lekeler,Faulty,Partially
705,b120,Ürün kusurlu geldi. 2 çıt çıtı eksik ve astarı da giyilmiş gibi aşınmıştı,Incomplete,Yes
706,b121,çok pişman oldum 3. defa giydim hemen tiftiklendi kalitesiz kumaş keşke aldığım gün giyseydim iade ederdim üzgünüm parama yazık oldu,Inferior,Yes
707,b122,sağ alt kısım dikim hatası ile gönderildi.bu ara aldığım ürünlerin çoğu hatalı gönderiliyor artık alışveriş yapmaya korkmuyorum,Faulty,Yes
708,b123,Ürün kemersiz geldi ,Incomplete,Partially
709,b123,görseldeki rengiyle alakası yok,Discolored,Partially
710,b124,"kumaş kalitesi iyi , gayet sıcak tutacak bir ürün. Ancak dikişler yamuk ve astar dikimi pek kaliteli değil. Bu fiyatın üstüne biraz daha koyup daha iyi bir kaban alabilirsiniz. En azından kaliteli bir görüntü verir.",Faulty,Partially
711,b125,"Antrasitini almıştım gayet güzeldi, bu rengini de aldım ama kumaşın rengi kötü, desenli gibi içinde siyahlıklar kahverengilikler var çok kötü duruyor, iade.",Discolored,Yes
712,b126,"çok fazla büyüki, iade mecbur. Bir küçüğünü istiycem umarım böyle gelmez.",Ill-fitting,Partially
713,b126,"hemen tiftiklenecek gibi duruyor, üzerinde tüyler vardı !",Faulty,No
714,b127,Ürünü 2.kez sipariş ettim ikisinde de cebi yırtık geldi,Faulty,Yes
715,b128,küflenmiş gibi kaban iade edeceğim.,Faulty,No
716,b129,kemerin rengi farklı geldi kumaşı kalitesi hiç güzel değil,Discolored,No
717,b130,Ürün yırtık geldi,Faulty,Yes
718,b131,Ürünün kumaşı çok kalitesiz ve üstünde siyah benek benek lekeler var ayrıca cebi yırtık geldi milla kalitesini bozmuş iade edeceğim,Faulty,Partially
719,b132,ürünün astarı yırtılmış bir şekilde geldi aldığım beden satışta olduğu halde değişim yapmak istemediler sözde sebep stokta yokmuş resmen insanları kandırıyorlar,Faulty,Yes
720,b133,510 tlye aldım ürünü çok beğendim boyu falan çok güzel oldu ama fermuari dikilmemiş ve düğmesini biri kararmıştı iade,Faulty,Yes
721,b134,"Şaka mısınız siz. Fermuarsınız göndermissiniz?! Kacıncı alışım. Dikkat edin gönderirken. Tatile yetişecektim :(
",Faulty,Yes
722,b135,Böylesine mükemmel bir eteği bu şekilde yırtık göndermeniz çok komik aldığıma pişman oldum gönderirken hiç mi bakmıyorsunuz acaba ayrıca xs olmasına rağmen büyük arkası tam oturmadı lastiği çok geniş duruyo potluk oluşturdu,Faulty,Yes
723,b136,Yeni aldığım bi ürün ve ilk giymemde bu şekilde ipler çıktı 350 küsür fiyat almayı biliyorsunuz ama ürününüz aşırı kalitesiz çıktı,Inferior,Yes
724,b137,ürün kullanılmış geldi bana ütü izi vardı bide pot duruyor beğenmedim iade,Refurbished,Partially
725,b138,iki adet ayni beden pantolondan sipariş vermeme rağmen biri bol biri dar renkleri farklı geldi etiketleri bile farklii aldığıma pişman oldum çok kötü ,Discolored,Partially
726,b139,Ürünün dikimi hatalı. ,Faulty,Partially
727,b139,Ayrıca iade ürün gelmiş çünkü paketin içinden başka birinin saç teli çıktı.,Refurbished,No
728,b140,"Rengi hiç güzel değil, fotoğrafla alakası yok çok çok koyu siyah gibi ve kalıbı dar",Discolored,No
729,b141,Defolu geldi,Faulty,Yes
730,b142,"böyle bir firma yırtık ürün gönderirken hiç mi utanmıyo acaba, ürünler koyulurken bakılmıyo mu merak ettim çok üzücü",Faulty,Yes
731,b143,Şaka mısınız ya kahverengi kışlık pantolon göndermişsiniz pantolon güzel olsa iade etmezdim de çok çirkin rengi falan şimdi tekrar bunu almakla uğraşacağım,Discolored,No
732,b144,"Sadece 2 kere giydim ve ürün bu halde. Gerçekten model olarak güzel severek almıştım ama bu kadar kalitesiz olduğunu düşünmemiştim. Hayal kırıklığı
",Inferior,Yes
733,b145,Dikiş hatası var 2 defa aldım ikiside sorunlu çıktı iade,Faulty,No
734,b146,Pamtolon sipariş ettim elbise geldi,Incorrect,Yes
735,b147,Utanmıyor musunuz defolu ürün göndermeye hem ipliği kaçmış hem belini dar dikmişler uyması için pile koymuşlar başka markadan alın kesinlikle tavsiye etmiyorum yazıklar olsun,Faulty,No
736,b148,paça boyları eşit değil üstelik yamuk yumuk kesilmiş,Faulty,Yes
737,b149,Bu şekilde şeritlerde izler olduğunu fark ettim ve kullanıma bağlı çoğalacak şekilde duruyor iaade etmeye karar verdim Ürün beğenmedim,Faulty,Partially
738,b150,ürünün üstünde iki tane leke vardi uğraşmamak için iade etmeyeceğim umarım yıkayınca geçer ayriyeten kumaşı çok sert trenyolman den eşime aldığım tişörtler yumuşak geliyor milladan aldığım tüm tişörtlerin kumaşı çok sert,Faulty,No
739,b151,İnanamıyorum gönderirken hiç kontrol edilmiyor mu kol altı yırtık geldi çok güzel bir ürün iç gösteriyor,Faulty,Yes
740,b152,3 saat bile olmadı ustunfe yırtıldı şaka gıbı bi aktivite yaparlen dehil bakın normal yururken yırtılmış şaka gıbi buladar dandik olmamalıydı deymez almayın bence,Inferior,Yes
741,b153,gömlek çok güzel ancak 1 kez kullandım koltuk altından yırtıldı hatta dikişten değil direkt kumaş yırtıldı. model güzel kalite kötü,Inferior,Yes
742,b154,Ürünü o kdr beğenerek aldım ve duruşu fln müthiş ama maalesef böyle kusurlu geldi bi iade bi daha sipariş geçerim,Faulty,Yes
743,b155,üründe kan lekesi var. iade,Faulty,Partially
744,b156,"Eğer istediğiniz duruş modeldeki görüntü ise iki benden büyük almalısınız. Klasik siyah pantolonun üstüne beyaz gömlek giyen bankacı gibi oldum. Kumaşı güzel ama kalıbını sevmedim. Ayrıca cok kısa hareket ettiğiniz an dışarı çıkıyor, cok yuksek belli bir şeyle giymeniz lazım.",Ill-fitting,No
745,b157,Modeli güzel ama o kadar iç gösteriyor ki içine ne giyersem giyim olmadı,Inferior,Yes
746,b158,Yani o kadar para verilen hırkanın bu kadar gelişigüzel dikilmesi hiç hoş değil. İade edemeyeceğim için üzgünüm keşke iade edebilseydim.,Faulty,Partially
747,b159,ürünü resmen yamuk dikmişler terzi kör müydü anlayamadım,Faulty,Yes
748,b160,Ürünün kalıbı dar 53 kiloyum 38 olmadı biraz pot durdu ama iade etmeyeceğim,Ill-fitting,Partially
749,b161,"Gömlek gayet güzel ama iliğindeki lastiğin birisi kopuk, düğmenin birisi 5 cm iple dikilmiş ve daha elime almadan düştü, oooo sonradan fark ettim bir debirileri kırmızı iple düğmeyi sağlamlaştırmış yazık günah o kadar paralar veriliyor taşınması için o kadar insanlar emek çekiyor gönderiliş şekli hiç hoş değil. İade ederdim ama üşeniyorum vallaha yazık",Faulty,Partially
750,b162,Koltuk altı defolu geldi,Faulty,Partially
751,b163,Göründüğü gibi geldi 67 kilo 38 beden aldım tam oldu rengi güzel fakat bi tık kırışıyo ütülediğiniz halde kendi bedeninizi alın,Inferior,Partially
752,b164,Kalıp olarak güzel ama fiyonkların hepsinin arkası delik düzgün dikilmemiş sallanıyorlar,Faulty,Yes
753,b165,Güzel bluz ama defolu.,Faulty,Yes
754,b165,ayrıca kolları kısa. Bir beden büyük sipariş vermek istiyorum. Bakalım hasarsız ulaşacak mı,Ill-fitting,No
755,b166,Nasıl dikmişler anlamadım iplerin biri diğerinden 10 cm aşağıda asla karşı karşıya gelmiyor.,Faulty,Yes
756,b167,Sanki çok giyilmiş ve yıpranmış gibi duruyor,Refurbished,Partially
757,b167,ayrıca çok sert bir kumaş beni rahatsız etti hiç beğenmedim,Inferior,Partially
758,b168,170 boyundayım ama kolları inanılmaz uzun oldu. ,Ill-fitting,No
759,b168,Rengi göründüğünden soluk.,Discolored,Partially
760,b168,Bazı yerlerinde dikiş hatası var. Kollarını 2 kez katlayarak kullanacağım. Sonuçta bu fiyata keten gömlek alamam,Faulty,Yes
761,b169,L beden sipariş etmiştim biraz uzun olmasını istediğim için ben normalde M beden giyerim ama o kadar kısa geldi ki göbek deliğime çıktı beden uzunluğu olarak çok kısa kollarının uzunluğu ise gayet iyi kalite olarak da fena değil ince kışın giyilmez yalnız kafam bile zor geçti çocuklara göre mi yaptınız ne yaptınız bir an yanlış mı gönderdiler deyip etiketine baktım hayır doğru L yazıyor merakımdan bedenini ölçtüm 48-49 santim çıktı çocuk badisi gibi duruyor olmadı bana iade edeceğim S-M-L giyen kimseye olmaz bence XS belki,Ill-fitting,No
762,b170,Tek yıkamada 30 derecede hemen sökülmüş.az parada vermedim ne olacak şimdi? Giymeden önce yıkamıştık daha giymedim bile…,Inferior,No
763,b171,38 beden istedim.Dev gibi bir beden geldi.Nasil bir kalip anlamadim.42 hatta 44 beden gibi.O kadar genis yani ama etikette 38 yaziyor.Ya kalip hatali ya da yanlis etiket basilmis.,Ill-fitting,Partially
764,b171,Bu arada renk tipki görseldeki gibi ancak kumasi tülbent kumasi gibi .O kadar ince yani.Aslinda yaz için uygun bir kumas ama iç de gösteriyor.Kalibindan dolayi mecburen iade edecegim.,Inferior,No
765,b172,Herhalde ilk defa bu kadar acımasız yorum yapıcam ama yırtık ürünü müşteriye göndermek nasıl bi akıl kârı acaba ?,Faulty,Yes
766,b173,Rengi ikinci yıkamada soldu,Inferior,Yes
767,b174,Ürün defolu gönderilmiş,Faulty,Yes
768,b175,biraz önce teslim aldım ama ürünüm eksik geldi benle iletişime geçin lütfen,Incomplete,No
769,b176,Gömleğin görselle alakası yok,Disappointing,No
770,b176,rengi bir kere çok soluk hiç beğenmedim ,Discolored,Yes
771,b176,ayrıca çok geniş kalıpları,Ill-fitting,No
772,b177,Kumaşı şemsiye kumaşı gibi. Kolları bana kısa geldi. Desen çok güzel ancak kumaştan ötürü iade etmeyi planlıyorum.,Inferior,No
773,b178,defolu yakasında garip yanık gibi bi leke var bariz belli oluyor. bunu bile isteye gönderiyorlar,Faulty,Yes
774,b179,Giyilmiş kıyafet gönderildi ter kokusu vardı.A*yıp ama Hiç kontrol edilmiyor mu .Birde fondöten lekesi vardı,Refurbished,Partially
775,b180,Yırtık geldi ,Faulty,Yes
776,b181,Kolları çok bol geldi iade,Ill-fitting,No
777,b182,Bu sizce beyaz mı???? İlk aldığım çok güzeldi kaybettim tekrar aldım ama ilk aldığımla uzaktan yakından alakası yok bu nedir allah aşkına sapsarı bir gömlek geldi kalıbı bile aynı değil. Milladan ne zaman bir şeyi tekrar alsam ilkiyle kalitesi bir olmuyor.,Discolored,Partially
778,b183,Kargo çok hızlı ancak defolu geldi yakasında leke var,Faulty,Yes
779,b184,koltuk altı aşırı genis kumaşı naylon ütülemek istedim hemen yandı,Inferior,Yes
780,b185,"kol altları çok geniş modelin üzerindeki gibi değil, modelin üzerindeki 36 beden olarak belirtilmiş, ilk 36 bedenini aldım asla aynısı değil, kalıbı garip 34 bedeni bile çok oversize duruyor, beklentimi karşılamadı.",Ill-fitting,Partially
781,b186,"dikişler gözle görülür derecede yamuk ve bozuk, önündeki parçalar bayağı yamuk dikilmiş giyilecek gibi değildi yamuklukları. iade ettim.",Faulty,Yes
782,b186,Kumaşı biraz sert muslin gibi yumuşak değil.,Inferior,No
783,b187,paketinden bile çıkarmadım baktım yine cepli. ilk aldığımda doğru geldi fakat leke yaptığım için aynısını sipariş ettiğimde cepli geldi hem farklı model hem farklı kalıplardı sonra geri iade ettim yine farklııı ilk aldığım üründen istiyorum görseldekini yollayın artıkkkk. ya da almayın yeni göndericekleri hem kalıbı dar hem de cepli düğmeleri bile farklı sadece rengi aynı,Incorrect,Yes
784,b188,Aslında duruşunu beğendim ama bir kolu dikili değildi mecburen iade,Faulty,No
785,b189,2 defa yıkadım taşlı yerlerin altı pas tuttu. Model güzel ama kaliteli taş koymayacaksanız yapmayın,Inferior,No
786,b190,Resmen önünde ve arkasında izler vardı gönderirken nasıl fark edilmedi anlamadım iade,Faulty,Yes
787,b191,Gömleğin kendisi çok güzel ama üçüncü yıkamadan sonra iplikleri söküldü çok üzüldüm çok severek almıştım. Hatalı ürün mü gönderdiler bilemiyorum,Inferior,Yes
788,b192,İkinci kez sipariş ediyorum ve aynı şekilde gönderiliyor düğmeleri kopuk ipleri çekilmiş çok özensiz kargo,Faulty,Partially
789,b193,bir yakası aşağıda diğeri yukarıda geldi dikim hatası var. görseli güzel tam beden alın o bile salaş .,Faulty,Yes
790,b194,Ürün çok tatlı ama bana gelen defolu geldi,Faulty,Yes
791,b195,Milladan sürekli alışveriş yapıyorum ve aşırı memnun kalıyordum böyle bişey daha önce hiç görmedim.. Ürün kontrolü yapmadan göndermek neden? Kontrol etmeden etiketi çıkarmıştım ertesi gün giymek için aldığımda arka dikiş detayı gözüme çarptı öyle gördüm etiketsiz iade yapıcam kabul etmenizi bekliyorum...,Faulty,Yes
792,b196,"Sipariş ettiğim ürünün markası ve satıcısı ipekyol rengi haki yeşil, gelen ürünün markası twist ve hardal sarısı…",Incorrect,Yes
793,b197,Kalıbı çok büyük paçası çok geniş ve perde gibi iade,Ill-fitting,No
794,b197,öyle bir kumaşı var ütü tutmuyor resmen kargoda gelen şekil böyledi ve ben ütüledim ama değişmedi,Inferior,No
795,b198,ürün kullanılmış geldi üstünde kahve lekeleri de vardı arkada giyilmeden kaynaklı kıvrılmalar var,Refurbished,Partially
796,b198,ve yakasında da dikim hataları var o yüzden iade beden olarak tam bedeninizi alabilirsiniz iç göstermemesi için de badi ile giyilebilir .,Faulty,Partially
797,b199,Dantel ipliklerinde lekeler vardı. İade edip yeniden alıcam çok güzel bir ürün,Faulty,Yes
798,b200,Model olarak güzel fakat rengi beyaz değil renklilerle karışık yıkanmış beyaz gibi. İade edeceğim.,Discolored,No
799,b201,kalıbı çok geniş kolları çok uzun ve bol xs almama rağmen çok bol oldu,Ill-fitting,No
800,b202,yanlış ürün gönderildi,Incorrect,Yes
801,b203,Beğendiğim için iki rengini almıştım. Fakat bir kere giymemle hemen dikişi attı.,Inferior,Yes
802,b204,kumaşı ve dokusu güzel fakat aşırı büyük. kolları bile bol. bu yüzden iade,Ill-fitting,No
803,b205,"Model güzel kalıp tam kendi bedeninizi alinca hafif bol duruyo, ancak özellikle %100 pamuk yazıp satılan bir ürün neden gelince %53 pamuk %47 polyester çıkıyor? Ben pamuk olduğu için almıştım. Neden doğru bilgi verilmiyor kullanici yaniltiliyor.",Inferior,Yes
804,b206,O kadar para veriyoruz lekeli geldi Allah aşkına yeter ya bişey satıyorsunuz bari düzgün satın bi kontrol edin Allah için bu ne ya ağlıycam sinirden,Faulty,Yes
805,b207,kumaşı naylon incecik içindeki etiket bile belli oluyor 161 boy 60 kg,Inferior,No
806,b208,gerçekten pişman oldum sökük geldi niye dikkat etmezsiniz ki,Faulty,Yes
807,b209,Yanlış ürün gönderdiler görselle alakası yok. Bi de iade ile uğraşacağım. Lekeli saçma sapan yeşil detaylı bi gömlek geldi.,Incorrect,Yes
808,b210,En küçük bedeni bile aşırı büyük,Ill-fitting,Yes
809,b211,lekeli ürün yollanmış ,Faulty,Yes
810,b211,Ayrıca kalıbı dar,Ill-fitting,No
811,b212,ürün kontrol süz gelmiştir. düğme yeri resmen yırtık. aynı ürünün tekrardan L beden gönderilmesi için destek Rica ediyorum. bende bu hatalı ürün için iade başlattım,Faulty,No
812,b213,ürün güzel ama boyu kısa,Ill-fitting,No
813,b214,Duruşu güzel ama defolu yırtık geldi 2 tane sipariş etmiştim ger ikisinde öyle üzüldüm,Faulty,Yes
814,b215,Kumaşı idare eder naylon gibi ama hoş duruyor. Boyu kısa ve beli kalın olanların tercih etmemesi gerekiyor çünkü alt kısmı kabarık olduğu için daha çok kilolu gösteriyor.,Disappointing,No
815,b215,Üzerinde böyle bir renk atması ile geldi o yüzden iade ediyorum.,Faulty,Yes
816,b216,Ürün yerine basic bi tişört gönderildi,Incorrect,Yes
817,b217,fotoğrafta çok güzel gözüküyor ama xs olmasına rağmen aşırı aşırı büyük arka kısmı dizlerimden de aşağı oldu arkadaşlar boyuna güvenen alabilir xs ölçüsünü görsele ekliyorum ben 160 olarak elendim,Ill-fitting,Yes
818,b218,Ürün kolu yırtık göndermişler,Faulty,Yes
819,b218,ayrıca s olmasına rağmen çok büyük,Ill-fitting,No
820,b219,Asla gördündüğü gibi değil sakın almayın çöp iade,Disappointing,No
821,b220,İade olmuş ürünü yollamışlar lekeli bide leş gibi korkuyordu ter gibi alırsanız ona göre alın … millaya yakıştıramadım gerçekten bu hareketi,Refurbished,Partially
822,b221,çok alakasız bir ürün geldi,Incorrect,Yes
823,b222,Kol dikişi hatalı geldi,Faulty,Yes
824,b223,kumaşı ve kalıbı güzeldi ama kol düğmesi eksik geldi. iade.,Incomplete,Yes
825,b224,Kumaşı çok kötü kalın dokulu rahatsız edici bir kumaş baharda bile giyilmez bu fiyata çok daha kaliteli gömlekler var,Inferior,Partially
826,b225,38 sipariş verdim 40 göndermişler bol kalıp iadeyle uğraşsam tekrar almak için kargo bedeli ödücem keşke işlerini doğru yapsalar,Ill-fitting,Yes
827,b226,Kumaşı çok kötü,Disappointing,No
828,b227,defolu geldi iplikleri söküktu,Faulty,Yes
829,b228,Kolunda kocaman bir “42” yazısı var kırmızı tükenmez kalemle yazılmış gerçekten nasıl böyle bir yanlış yapılabiliyor anlamıyorum. İyi ki etiketini koparmamışım.,Faulty,Yes
830,b229,Ürün elime ulaştı fakat rengi beyaz değil sanki siyahlarla yıkanmış gibi soluktu sadece fotoğraftanda belli oluyor ondan şikayetçiyim beden olarak kendi bedeninizi tercih edebilirsiniz,Discolored,Yes
831,b230,Rengi kalıbı güzel. Ancak ilk yıkamada (15 dk 30derece) tiftiklenmeye başladı bu parayı haketmiyor .,Inferior,Yes
832,b231,Yanlış ürün geldi iade,Incorrect,Yes
833,b232,İlk yıkamada taşları paslandı tüm gömleği mahvetti böyle kötü bişey olamaz,Inferior,Yes
834,b233,gömlek siparişi verdim ama elime pantolon geldi ne saçma iş ya iade etmek istiyorum,Incorrect,Yes
835,b234,"Renkleri fotoğraftakinden daha soluk, beğenmedim.",Discolored,Partially
836,b235,"Gömlek güzel çok beğendim, tam yazlık. Ancak elime alır almaz bir düğmesi çıktı, diğer düğmelerin sağlamlığı da şüpheli. Dikilerek düzeltilir tabii ki ama yine de sinir bozucu.",Faulty,Yes
837,b236,çok güzel bir ürün fakat bana üstünde siyah lekeli ve bir düğmesi kopuk şeklinde geldi gerçekten hayal kırıklığına uğradım iade edicem,Faulty,Partially
838,b237,Ürün göründüğü gibi güzel fakat defolu geldi yıkadıktan sonra gördüğüm için iade edemedim .,Faulty,Yes
839,b238,Erkek arkadaşıma aldım çok salaş bi gömlek 175 boy 78 kilo önce l aldım çok bol olunca m aldım,Ill-fitting,No
840,b238,ama çok kötü halde geldi dikişleri sökük iade ettim tekrar,Faulty,Yes
841,b239,Ürünü aldım defoluydu stoğu olduğu halde değişim yapmadılar .,Faulty,Partially
842,b240,Rengi çok açık fıstık yeşili gibi duruyor keza yorumlardaki görseller de öyle ama bana koyu yeşil geldi alt üst takım almıştım pişman oldum,Discolored,Yes
843,b241,Böyle lekeli bir ürünü nasıl gönderebildiniz cidden şaşırtıcı. Ürünleri gerçekten kontrol edip göndermeniz gerekiyor,Faulty,Yes
844,b242,"Çok beğenmedim ya kaliteli değil sert kumaş,ince iç gösterir",Inferior,No
845,b243,kalıp güzel ama kumaşı kötü bildiğiniz naylon kokutacak kumaş. kardeşime hediye almıştım kumaşına bakma fırsatım olmadı gördüğümde bu kadar naylonsu olmasına şaşırdım bilsem almazdım.,Inferior,No
846,b244,Kötü bir ürün siyah lekeli geldi 3 ürün aldım 3 de kusurlu satıcı kötü,Faulty,Yes
847,b245,kesinlikle birine giden sonrasında iade edilen ürün geldi bana. çünkü onca alışveriş yaparım hiçbir zaman böyle rastgele katlanmış bir ürün gelmez. zaten normalde ürn üzernde etiket olur bunda o da yoktu. bu yüzden paketin üzerine bi etiket yapıştırmışlar. üründe ortalama kalitede,Refurbished,Partially
848,b246,Hiç güzel değil hiç beğenmedim iade erkek kardeşim için aldık dede gömleği gibi bir gömlek iadeeeeğğğ,Disappointing,No
849,b247,2.yıkamamdan makineden böyle çıktı ve yıkadığınız diger kıyafetlerde makinadan sürekli tüylenmiş veya beyaz pamukçularla birlikte çıkıyor,Inferior,Yes
850,b248,Kesinlikle beğenmedim fotoğrafta göründüğü gibi değil fiyatına göre çok kötü bu ürünü pazarda 100 liraya satıyorlar hayal kırıklığına uğradım,Disappointing,No
851,b249,Rengi daha koyu geldi,Discolored,Yes
852,b250,"Fotoğraftakı reng haki, gönderdikleri yemyeşil",Discolored,Yes
853,b251,Yakasının biri diğerinden uzun defoluydu,Faulty,Partially
854,b252,Gömlek çok güzel fakat lekeli geldi iade ettim.,Faulty,Yes
855,b253,"Eşime aldım kumaşı gayet tok, renkleri çok hoş tam kışlık. Düzeltme akşam eşim gelince verdim ve katlarını açıp o zaman denedi. Farkettik ki ürün defolu öyle küçükte değil hediye almıştım çok üzüldüm. İade edeceğim",Faulty,Yes
856,b254,Rengi aynı değil solmuş gibi,Discolored,Yes
857,b255,Bedeni küçük geldi dar kalıp bir beden büyük alınmalı ama şık güzel,Ill-fitting,No
858,b256,"Ne yazıkki defolu ürün göndermişler,bu fiyata kaliteli bir ürün olduğu söylenemez.",Faulty,No
859,b257,Lekeli geldi yani paketlerler görmemek elde değil,Faulty,Yes
860,b258,asla tavsiye etmiyorum. İlk yıkamada yırtıldı.,Inferior,Yes
861,b259,Hayatım da aldığım en kötü gömlek diyebilirim resimdeki gömlekle bana gelen gömleğin Alakası yok,Disappointing,No
862,b259,xl aldım eşim için xxl gibi kalıbı ve çok kötü duruyor kesinlikle almayın bu fiyata bu gömlek rezillik,Ill-fitting,No
863,b260,maalesef ürünler kontrol edilmeden yırtık bir şekilde gönderiliyor!!!!bizleri tekrardan kargo kapılarına yoneltiyorsunuz!!! lütfen daha ilgili olmanizi ve kusurlu ürünlerinizin bizlere gönderiminin çok üzdüğünü ve sinir bozucu olduğunu belirtmek istiyorum!!!,Faulty,Yes
864,b261,Ürün çok ince. Kumaşı kalitesiz ilk giyimde gömlekte yırtılmalar oldu,Inferior,No
865,b262,ürün defolu,Faulty,Partially
866,b263,malesef üründe ufak tefek defolar kumaş ezilmeleri mevcut. bu durum bizi üzdü,Faulty,Partially
867,b264,"Ürün elime ulaştığında farketmedik ancak eşim bugün giydiğinde kol kısmında defolu olduğunu fakettik, defolu ürün gönderilmiş tarafıma",Faulty,Yes
868,b265,"Gömleği çok beğenerek sipariş ettim, sizlerde keşke gönderim öncesi leke, deforme kontrolü yaparak kargolasaydınız. Tekrar sipariş edicem lütfen leke mürekkep durumuna dikkat edin, hizmet kalitenizi arttırmak için.",Faulty,Yes
869,b266,Asla aynı renk değil gönderdikleri renk aşırı koyu,Discolored,Yes
870,b267,Kolu yırtılmış bir şekilde geldi değişim için gönderdim günlerdir bekliyorum hala kargoya verilmedi destek talebi oluşturdum 3 iş günü içerisinde dönüş yapılacak deniyor daha kaç gün bekleyeceğim acaba,Faulty,Yes
871,b268,Ürün elime kolu bir karıştan fazla yırtık bir şekilde geldi. Bunu hiç mi görmüyorsunuz ya da hiç mi dikkat etmiyorsunuz da insanlara bu şekilde gönderiyorsunuz gerçekten pes.,Faulty,Yes
872,b269,Pek beğenmedim tüy toplar gibi bir kumaşı var,Inferior,No
873,b270,"bunu hangi akıl yapar ki? keşke gönderirken daha dikkatli olsaydınız, 2 gün sonra düğünde giyeceğim iade yetişmez üstünde yazan gibi 1 puan veriyorum.",Faulty,Yes
874,b271,Resimde ki ile pek uyuşmuyor etiket yok renk garip bir beyaz kumas görseldekilere benzemiyor anlamadım,Discolored,No
875,b272,tüylenme yaptı Kemer hizasında çekme ve tüylenme var büzgülü gibi oldu,Inferior,Yes
876,b273,2xl istemiştik ama xl geldi bu konuda yardımcı olur musunuz?,Ill-fitting,Yes
877,b274,"Ürün defolu geldi. Tüm emeyime, parama ve zamanıma yazık.... Yazıklar olsun…",Faulty,Yes
878,b275,Güzel ama s bedeni bile çok büyük,Ill-fitting,No
879,b276,Kumaşı baya ince ama fiyatına göre giyebilir,Inferior,No
880,b277,"Kumaşını dokusunu nasıl beğendiniz anlamadım, parasını asla haketmiyor",Disappointing,No
881,b278,"
iade ediyorum pet şişe giymek istemiyorum.",Inferior,No
882,b279,Sökük ve etiketsiz onun dışında kalıp olarak güzel ama üzülerek iade edeceğim yenisini sipariş edeceğim boyu tam pantolon bitiminde kolları cok salaş değil kalıp olarak güzel,Faulty,Partially
883,b280,boyu kisa bedrni genis kalin bir Kazak,Ill-fitting,Partially
884,b281,Çok garipti yüzeyi tüylenmiş gibi iade,Inferior,Yes
885,b282,urun defolu gönderilmiş sirf ugrasmamak ve tekrar yuksek.fiyata almamak icin iade etmiyorum.evet cok guzel bir irun fakat satış ahlaki degil insan sattığı seyi defalarca incelemez mi? ilk bakista benim gözüme carpan sey sizin nasil dikkatinizi cekmiyor.satalim da nasil olursa olsun,Faulty,Yes
886,b283,Ürün ilk yıkamada tüylenmiştir asla almayın iade etmek istiyorum bende,Inferior,Partially
